,Unnamed: 0,name,ge,number,year,director,writer,act,length,type,region
9533,1595,亨利之书 The Book of Henry,7.1,4658,2017,科林·特雷沃罗,格雷格·赫维兹,"娜奥米·沃茨,杰登·马泰尔,雅各布·特伦布莱,萨拉·西尔弗曼,迪恩·诺里斯,李·佩斯,麦迪·齐格勒,托尼娅·皮金斯,鲍比·莫尼汉,杰拉尔丁·休斯,马克斯韦尔·锡姆金斯,杰克逊·尼科尔,唐奈塔·拉维尼亚·格雷斯,乔尔·加兰,沃斯·史蒂文斯",105分钟,"剧情,惊悚",美国
9534,1596,钢铁苍穹2：即临种族 Iron Sky: The Coming Race,5.1,5191,2019,提莫·沃伦索拉,"达兰·穆森,贾莫·普斯卡拉,约翰娜·西尼萨洛,萨穆利·托尔森,提莫·沃伦索拉","拉腊·罗西,弗拉基米尔·布尔拉科夫,基特·戴尔,茱莉亚·迭泽,斯黛芬妮·保罗,汤姆·格林,乌多·基尔,约翰·夫兰达斯,詹姆斯·奎因,艾米丽·阿塔克,马丁·斯威比,卡里·凯托宁,唐汉平,安娜贝尔·洛佩斯,安德鲁·莫尔加多,达兰·穆森,提莫·沃伦索拉",92分钟,"喜剧,动作,科幻","芬兰,德国"
9535,1597,十六个愿望 16 Wishes,6.3,5000,2010,Peter DeLuise,Annie DeYoung,"Eva Allan,让-卢克·比洛多,Kendall Cross,帕特里克·吉尔莫",90分钟,"家庭,奇幻","美国,加拿大"
9536,1598,奇迹 Le meraviglie,7.4,4538,2014,爱丽丝·洛尔瓦彻,爱丽丝·洛尔瓦彻,"阿尔芭·洛尔瓦彻,玛格丽特·提塞尔,安德烈·赫尼克,莎宾·蒂莫提欧,莫妮卡·贝鲁奇,Sam Louwyck",110分钟,剧情,"意大利,德国"
9537,1599,泽西男孩 Jersey Boys,7.4,4817,2014,克林特·伊斯特伍德,"马歇尔·布瑞克曼,里克·艾利斯","文森特·皮亚扎,约翰·劳埃德·扬,史蒂夫·斯基里帕,克里斯托弗·沃肯,凯瑟琳·纳杜奇,卢·沃尔普,弗朗西斯卡·伊斯特伍德,芙蕾雅·廷利,麦克·道尔,詹姆斯·马迪欧,比利·加德尔,杰里米·卢克,西恩·瓦兰,埃里克·贝尔根,迈克尔·帕特里克·麦克吉尔",134分钟,"剧情,音乐,歌舞,传记",美国
9538,1600,单身部落 單身部落,6.2,4492,2007,李保樟,冯志强,"李彩桦,谷祖琳,董敏莉,安雅,陈辉虹,曾国祥",88分钟,"喜剧,爱情",中国香港
9539,1601,少年H,8.3,5182,2013,降旗康男,"妹尾河童,古泽良太","水谷丰,伊藤兰,吉冈龙辉,花田优里音,小栗旬,国村隼,岸部一德,早乙女太一",122分钟,剧情,日本
9540,1602,大贏家,5.5,3233,2000,高志森,"麦嘉,黄百鸣,曾国赐","许冠杰,谢霆锋,苏有朋,林心如,麦嘉,容祖儿,吴辰君,黄百鸣,许冠英,吕有慧,焦媛",91分钟,喜剧,中国香港
9541,1603,迎春阁之风波 迎春閣之風波,8.1,5046,1973,胡金铨,"胡金铨,王冲","李丽华,乔宏,田丰,徐枫,白鹰,胡锦,茅瑛",105分钟,"剧情,动作,悬疑,武侠,古装",中国香港
9542,1604,关于施密特 About Schmidt,7.9,5025,2002,亚历山大·佩恩,"亚历山大·佩恩,Jim Taylor","杰克·尼科尔森,凯西·贝茨,霍普·戴维斯,德蒙特·莫罗尼",125 分钟,"剧情,喜剧",美国
9543,1605,吉星高照2015,3.3,2676,2015,晴朗,"陈志恒,彭艳雯","曾志伟,王祖蓝,陈嘉桦,陈静,温超,苑琼丹,元秋,湛琪清,黄一山,黄一飞,田启文,刘俊纬,杨奇煜,廖威廉,郑文辉,冯勉恒,刘以达,阮兆祥,施明,古明华,欧锦棠,鲁芬,余慕莲,文祥,徐伟栋,陈日丰",86分钟,喜剧,"中国香港,中国大陆,中国台湾"
9544,1606,情热大陆 菅田将晖篇,9.1,5201,2016,福田雄一,菅田将晖,,25分钟, ,日本
9545,1607,毒吻,6.7,4320,1992,陈兴中,哲夫,"阎青妤,高明,徐蕾,师小红,吴博,李兢,杨帆,谢衍,张力,孙新强",90分钟,"剧情,科幻,恐怖",中国大陆
9546,1608,超越边界 Beyond Borders,7.6,4439,2003,马丁·坎贝尔,Caspian Tredwell-Owen,"安吉丽娜·朱莉,克莱夫·欧文,特丽·波洛,莱纳斯·罗彻",127 分钟,"剧情,爱情,战争,冒险","美国,德国"
9547,1609,灭绝 Extinction,5.7,4699,2015,米古尔·安格尔·维瓦斯,"米古尔·安格尔·维瓦斯,阿尔贝托·马里尼","马修·福克斯,阿娜·欧蕾利,杰弗里·多诺万,克拉拉·拉戈,奎恩·麦克科甘,Matt Devere",110分钟,"剧情,科幻,恐怖","西班牙,美国,匈牙利,法国"
9548,1610,名人百态 Celebrity,7.4,4693,1998,伍迪·艾伦,伍迪·艾伦,"肯尼思·布拉纳,朱迪·戴维斯,莱昂纳多·迪卡普里奥,梅兰尼·格里菲斯,查理兹·塞隆,法米克·詹森,薇诺娜·瑞德,阿莱卡萨·帕拉迪诺,道格拉斯·麦克格兰斯",113 分钟,"剧情,喜剧",美国
9549,1611,记得香蕉成熟时 記得香蕉成熟時,7.6,4625,1993,赵良骏,李志毅,"邓一君,曾志伟,冯宝宝,卢爱伦,呂秀菱,柏安妮",93 分钟,"喜剧,爱情",中国香港
9550,1612,自己的葬礼 Get Low,7.3,4974,2010,亚伦·施耐德,"Chris Provenzano,C. Gaby Mitchell,Scott Seeke","罗伯特·杜瓦尔,茜茜·斯派塞克,比尔·默瑞,卢卡斯·布莱克,杰拉尔德·麦克雷尼,比尔·考布斯,斯科特·库珀,林德·爱德华,安德莉亚·鲍威尔,钱德勒·里格斯,丹尼·文森,伯勒尔·戴斯托捏,Tomasz Karolak,安迪·斯塔尔,亚历克斯·科拉多,瑞贝卡·格兰特,Travis Grant,罗伯特·哈奇,尼克·瑟西,Kirsten Van Wagner,Lori Beth Sikes",100分钟,"剧情,悬疑","美国,德国,波兰"
9551,1613,我的兄弟情人 พี่ชาย,6.8,5484,2014,尼察庞·恰阿努,尼察庞·恰阿努,"提拉帕·洛翰那,纳塔奇·司隶朋通,威扎瓦·韬翰卢",119分钟,"剧情,同性",泰国
9552,1614,人民公厕,6.4,3991,2002,陈果 (Fruit Chan),"陈果,To Kee","阿部力,李灿森,张赫,赵寅成",106分钟,剧情,"韩国,中国香港,日本"
9553,1615,哭泣的游戏 The Crying Game,7.8,4888,1992,尼尔·乔丹,尼尔·乔丹,"福里斯特·惠特克,米兰达·理查森,斯蒂芬·瑞,杰伊·戴维森,阿德里安·敦巴,吉姆·布劳德本特,托尼·斯莱特里",112 分钟,"剧情,惊悚,同性","英国,日本"
9554,1616,柠檬时期 檸檬のころ,6.6,4485,2007,岩田由纪,岩田由纪,"荣仓奈奈,谷村美月,林直次郎,柄本佑,石田法嗣,石井正则",115分钟,"剧情,爱情",日本
9555,1617,真事改编 D'après une histoire vraie,6.3,4813,2017,罗曼·波兰斯基,"罗曼·波兰斯基,奥利维耶·阿萨亚斯,德尔菲娜·德·维冈","艾玛纽尔·塞尼耶,伊娃·格林,文森特·佩雷斯,多米尼克·皮侬,卡米尔·查莫,布里吉特·罗安,荷赛·达阳,诺埃米·洛夫斯基,伊丽莎白·坎,达米安·勃纳尔,莎迪娅·本太耶布",100分钟,"剧情,惊悚","法国,比利时"
9556,1618,追爱自由行 Management,6.3,4637,2008,斯蒂芬·贝尔伯,斯蒂芬·贝尔伯,"詹妮弗·安妮斯顿,斯蒂夫·扎恩,伍迪·哈里森,弗莱德·沃德,玛格·马丁戴尔,詹姆斯·廖,盖尔.奥格雷迪,Yolanda Suarez",94分钟,"剧情,喜剧,爱情",美国
9557,1619,神算,6.8,4035,1992,许冠文,"许冠文,黄子华","许冠文,黎明,许冠英,刘小慧,方刚,陈晓莹,黄子华,田启文,陈德森",100 分钟,"喜剧,犯罪",中国香港
9558,1620,凶兆 The Omen,7.4,4882,1976,理查德·唐纳,大卫·斯勒茨,"格利高里·派克,丽·莱米克,大卫·沃纳,比莉·怀特劳,哈维·史蒂芬斯,帕特里克·特罗,马丁·本森,罗伯特·里耶蒂,Tommy Duggan,约翰·斯特赖德,安东尼·尼科尔斯,霍利·帕兰切,罗伊·博伊德,弗蕾达·道伊,Sheila Raynor",111 分钟,"悬疑,恐怖","英国,美国"
9559,1621,哼唱 허밍,6.8,4609,2008,朴大荣,郑善珠,"李天熙,韩智慧,孙恩书",96分钟,"剧情,爱情,奇幻",韩国
9560,1622,词典 말모이,7.7,5610,2019,严宥娜,严宥娜,"柳海真,尹启相,金弘波,禹贤,金太勋,艺秀晶,赵贤哲",135分钟,"剧情,历史",韩国
9561,1623,施陶芬贝格 Stauffenberg,7.1,4373,2004,乔·拜尔,乔·拜尔,"塞巴斯蒂安·科赫,乌尔里希·图库尔,哈代·克鲁格,克里斯托弗·巴克霍尔兹,尼娜·昆岑多夫,斯特凡妮娅·罗卡,阿克塞尔·米尔伯格,Olli Dittrich,Katharina Rivilis,Karl-Heinz von Liebezeit,Michaela Wiebusch,Michael Lott,Christine Sommer,索斯藤·默滕,尤沃钦·毕斯梅尔",96分钟,"剧情,历史,战争",德国
9562,1624,查理的生与死 Charlie St. Cloud,6.6,4312,2010,布尔·斯蒂尔斯,"Lewis Colick,Craig Pearce","扎克·埃夫隆,金·贝辛格,阿曼达·克鲁,戴夫·弗兰科,Donal Logue,Charlie Tahan,Tegan Moss",99分钟,"剧情,爱情",美国
9563,1625,大篷车 Caravan,7.9,4717,1971,纳西尔·侯赛因,"纳西尔·侯赛因,Sachin Bhowmick","吉滕德拉,阿莎·帕雷克,阿鲁娜·伊拉尼",161 分钟,"喜剧,爱情,歌舞",印度
9564,1626,邂逅幸福 Un bonheur N'arrive Jamais Seul,6.9,4579,2012,詹姆斯·胡特,"詹姆斯·胡特,索尼娅·希利托","苏菲·玛索,加德·艾尔马莱,莫里斯·巴泰勒米,弗朗索瓦·贝莱昂,米夏埃尔·阿比特布尔,朱莉-安妮·罗斯",108分钟,"喜剧,爱情",法国
9565,1627,小小乔 Little Joe,6.3,5492,2019,杰茜卡·豪丝娜,"格拉丁·巴贾德,杰茜卡·豪丝娜","艾米丽·比查姆,本·卫肖,利安娜·贝斯特,菲尼克斯·布罗萨德,基特·康纳,琳赛·邓肯,凯瑞·福克斯,塞巴斯蒂安·胡克,戈兰·卡斯蒂克,大卫·威尔莫特,Jessie Mae Alonzo,Jason Cloud,Marie Noel,安德鲁·拉詹,Yana Yanezic",105分钟,"剧情,科幻","英国,奥地利,德国"
9566,1628,卡斯特纳与小星期二 Kästner und der kleine Dienstag,8.4,4975,2016,沃尔夫冈·穆尔恩贝格,Dorothee Schön,"弗洛里安·大卫·菲茨,Nikolaus Barton,Hans Löw,Saskia Rosendahl",90分钟,剧情,德国
9567,1629,我爱芳邻 ラフ,6.9,4704,2006,大谷健太郎,金子亚里纱,"长泽雅美,速水直道,阿部力,高桥真唯,市川由衣",106分钟,"爱情,运动",日本
9568,1630,没有我的日子 My Life Without Me,8.0,4906,2003,伊莎贝尔·科赛特,伊莎贝尔·科赛特,"萨拉·波莉,阿曼达·普拉莫,马克·鲁弗洛,斯科特·斯比德曼,蕾欧诺·瓦特林,黛布拉·哈里,阿尔弗雷德·莫里纳",106 分钟,"剧情,爱情","加拿大,西班牙"
9569,1631,尚衣院 상의원,6.6,5136,2014,李元硕,Byounghak Lee,"韩石圭,高修,朴信惠,柳演锡,马东锡,申素率,Sung-tae Heo,赵达焕,李侑菲,Ye-ji Yeon",127分钟,剧情,韩国
9570,1632,好景在望 Here Comes the Boom,7.4,5265,2012,弗兰克·克拉斯,"凯文·詹姆斯,阿兰·里布","凯文·詹姆斯,萨尔玛·海耶克,亨利·温克勒,加里·瓦伦廷,Joe Rogan,巴斯鲁藤",105分钟,"喜剧,动作",美国
9571,1633,名侦探柯南OVA5：目标是小五郎！少年侦探团的秘密调查 名探偵コナン 標的は小五郎!! 少年探偵団マル秘調査,7.3,4436,2005,青山刚昌,高山南,,25分钟,动画,日本
9572,1634,孤星泪 Les misérables,7.5,4836,1998,比利·奥古斯特,拉斐尔·依格雷西亚斯,"连姆·尼森,杰弗里·拉什,乌玛·瑟曼,克莱尔·丹妮丝",134 分钟,"剧情,爱情,历史,犯罪","英国,德国,美国"
9573,1635,侠骨仁心 俠骨仁心,6.7,3826,2000,邓特希,邓特希,"梁朝伟,李嘉欣,钟镇涛,关咏荷,冯德伦,杨恭如,周嘉玲,张文慈,吕颂贤,尹扬明,张锦程,黄锦燊",107分钟,"剧情,爱情",中国香港
9574,1636,脑内中毒大作战 脳内ポイズンベリー,6.5,5227,2015,佐藤祐市,"相泽友子,水城雪可奈","真木阳子,西岛秀俊,古川雄辉,成河,吉田羊,樱田日和,神木隆之介,浅野和之",121分钟,"剧情,喜剧",日本
9575,1637,某种女人 Certain Women,7.4,5199,2016,凯莉·莱卡特,"梅尔·梅洛伊,凯莉·莱卡特","劳拉·邓恩,米歇尔·威廉姆斯,莉莉·格莱斯顿,杰瑞德·哈里斯,詹姆斯·勒格罗,勒内·奥贝尔若努瓦,克里斯汀·斯图尔特,约翰·盖兹,阿什莉·阿特金森,詹姆斯·乔丹,马特·麦克蒂赫",107分钟,剧情,美国
9576,1638,老家伙 Old Dogs,6.4,4386,2009,沃尔特·拜克,"戴维·戴蒙德,David Weissman","约翰·特拉沃尔塔,罗宾·威廉姆斯,凯利·普雷斯顿",88 分钟(美国),"喜剧,家庭",美国
9577,1639,生死倒数 Hours,6.9,5143,2013,埃里克·海瑟尔,埃里克·海瑟尔,"保罗·沃克,珍尼希斯·罗德里格兹,南希·内夫,西恩·雅各布森,娜塔莉·萨福兰,TJ Hassan,莉娜·克拉克,贾德·罗德曼",97分钟,"剧情,灾难",美国
9578,1640,再见，嘴唇 さよならくちびる,7.1,5453,2019,盐田明彦,盐田明彦,"小松菜奈,门胁麦,成田凌,筱山辉信,松本真里香,新谷YUZUMI,日高麻铃,青柳尊哉,松浦祐也,筱原友希子,槙田雄司",116分钟,音乐,日本
9579,1641,王牌播音员 Anchorman: The Legend of Ron Burgundy,6.2,4246,2004,亚当·麦凯,"亚当·麦凯,威尔·法瑞尔","威尔·法瑞尔,克里斯蒂娜·艾伯盖特,保罗·路德,史蒂夫·卡瑞尔,大卫·科恩查内,佛莱德·威拉特,克里斯·帕内尔,塞斯·罗根,亚当·麦凯,贾德·阿帕图",94 分钟,喜剧,美国
9580,1642,超人与蝙蝠侠：公众之敌 Superman/Batman: Public Enemies,7.3,5293,2009,Sam Liu,Stan Berkowitz,Kevin Conroy,67分钟,"剧情,动作,动画",美国
9581,1643,百万金臂 Million Dollar Arm,7.2,4649,2014,克雷格·吉勒斯佩,汤姆·麦卡锡,"乔恩·哈姆,苏拉·沙玛,麦活·米泰尔,阿西夫·曼德维,达尔尚·杰里瓦拉,蕾克·贝尔,艾伦·阿金,比尔·帕克斯顿,马泰,芭儿·帕丽",124分钟,"剧情,传记,运动",美国
9582,1644,刺马 刺馬,7.7,4867,1973,张彻,"张彻,倪匡","狄龙,姜大卫,陈观泰,井莉,井淼",118分钟,"剧情,动作,爱情,古装",中国香港
9583,1645,美女与野兽之贝儿的心愿 Beauty and the Beast: The Enchanted Christmas,8.0,4642,1997,安德鲁·耐特,"弗利普·科布勒,辛迪·马库斯,比尔·莫兹,鲍勃·罗斯","佩吉·奥哈拉,罗比·本森,杰里·奥尔巴赫,戴维·奥格登·施蒂尔斯,伯纳黛特·彼得斯,蒂姆·克里,海利·乔·奥斯蒙,弗兰克·维尔克,杰夫·贝内特,吉姆·卡明斯,凯斯·索西,保罗·雷宾斯,安吉拉·兰斯伯瑞",72分钟,"动画,音乐,家庭","加拿大,美国"
9584,1646,请寻找我 나를 찾아줘,6.6,5585,2019,金承宇,金承宇,"李英爱,刘在明,李源根,朴海俊",108分钟,"惊悚,犯罪",韩国
9585,1647,热带疾病 สัตว์ประหลาด,7.9,4850,2004,阿彼察邦·韦拉斯哈古,阿彼察邦·韦拉斯哈古,"Banlop Lomnoi,萨卡达·卡温巴迪,Huai Dessom",118分钟,"剧情,同性",泰国
9586,1648,沉默 Tystnaden,8.4,4606,1963,英格玛·伯格曼,英格玛·伯格曼,"英格丽·图林,古内尔·林德布洛姆,约根·林德斯特伦,霍坎·扬贝里,比耶·马尔姆斯滕,Lissi Alandh,Karl-Arne Bergman,Leif Forstenberg,Eduardo Gutiérrez,Eskil Kalling,Birger Lensander,Kristina Olausson,Nils Waldt,Olof Widgren",96分钟,剧情,瑞典
9587,1649,鬼狗杀手 Ghost Dog: The Way of the Samurai,7.5,4810,1999,吉姆·贾木许,吉姆·贾木许,"福里斯特·惠特克,约翰·托尔梅,克里夫·戈曼,翠西亚·维西,理查德·波特诺,伊萨赫·德·班克尔",116 分钟,"剧情,惊悚,犯罪","法国,德国,美国,日本"
9588,1650,回转寿尸 迴轉壽屍,6.5,3792,1997,叶伟信,"叶伟信,郭伟钟,钟伟雄","黄秋生,江希文,林晓峰,徐锦江,苑琼丹,梁荣忠,罗兰,林尚义",88分钟,"喜剧,恐怖,奇幻",中国香港
9589,1651,羊之树 羊の木,6.8,5066,2017,吉田大八,香川正人,"锦户亮,木村文乃,北村一辉,优香,松田龙平,市川实日子,田中泯,水泽绅吾",126分钟,"剧情,犯罪",日本
9590,1652,幼儿园教师 The Kindergarten Teacher,7.5,5348,2018,萨拉·科朗吉洛,萨拉·科朗吉洛,"玛吉·吉伦哈尔,盖尔·加西亚·贝纳尔,奥托·布兰克森-伍德,利比亚·普格,迈克尔·切鲁斯,安娜·巴瑞辛尼科夫,罗莎·萨拉查,黛西·塔汉,萨马拉·查卡拉蒂,阿杰·奈杜",96分钟,剧情,"美国,以色列,英国,加拿大"
9591,1653,始动 시동,6.6,5358,2019,崔正烈,"崔正烈,赵锦山","马东锡,朴正民,丁海寅,廉晶雅,金敏载",101分钟,"剧情,喜剧",韩国
9592,1654,两个女人 두여자,5.9,4237,2010,郑允秀,郑允秀,"申恩庆,郑俊镐,沈利煐,崔在元",105分钟,"剧情,爱情",韩国
9593,1655,八脚怪 Eight Legged Freaks,6.1,5107,2002,埃洛瑞·埃卡伊姆,"Jesse Alexander,埃洛瑞·埃卡伊姆","大卫·阿奎特,卡瑞·伍尔,汤姆·诺南,斯嘉丽·约翰逊,瑞克·欧弗顿",99 分钟,"喜剧,恐怖","美国,澳大利亚"
9594,1656,整十码 The Whole Ten Yards,6.3,4721,2004,霍华德·达奇,"George Gallo,Mitchell Kapner","布鲁斯·威利斯,马修·派瑞,阿曼达·皮特,凯文·波拉克,娜塔莎·亨斯屈奇",98 分钟,"喜剧,惊悚,犯罪",美国
9595,1657,异种3 Species III,5.5,4877,2004,Brad Turner,"Ben Ripley,丹尼斯 费尔德曼 (Dennis Feldman)","Robin Dunne,罗伯特·克耐普,Sunny Mabrey",111 分钟,"科幻,惊悚,恐怖",美国
9596,1658,追鹰日记 Brothers of the Wind,7.7,4651,2015,"杰拉多·奥利瓦雷斯,奥特马尔·朋克","乔安娜·蕾,奥特马尔·朋克,杰拉尔德·萨尔米纳","让·雷诺,曼纽尔·卡马乔,托比亚斯·莫雷蒂,伊娃·坤",97分钟,"剧情,冒险",奥地利
9597,1659,苦役列车 苦役列車,7.5,5132,2012,山下敦弘,"西村贤太,今冈信治","森山未来,高良健吾,前田敦子,槙田雄司,田口智朗",112分钟,剧情,日本
9598,1660,战·鼓 戰·鼓,6.2,4570,2007,毕国智,毕国智,"房祖名,李心洁,梁家辉,原丽淇,卢惠光,何超仪,张耀扬",Hong Kong: 118 分钟,"剧情,犯罪","中国香港,中国台湾,德国"
9599,1661,青蛙的预言 La prophétie des grenouilles,8.1,4483,2003,雅克-雷米·杰瑞德,"Antoine Lanciaux,雅克-雷米·杰瑞德","米歇尔·皮科利,阿诺克·格林布戈,安妮·吉拉尔多",France: 90 分钟,"动画,家庭",法国
9600,1662,铳梦 銃夢,7.6,5156,1993,福富博,"远藤明范,木城幸人","伊藤美纪,苅谷俊介,山口胜平,小山茉美,千叶繁,大友龙三郎,岸野一彦,户谷公次,山崎巧,曾我部和行,小林通孝,卷岛直树,丸尾知子,里内信夫",58分钟,"动作,科幻,动画",日本
9601,1663,名侦探柯南OVA7：来自阿笠的挑战书！阿笠对决柯南和少年侦探团 名探偵コナン 阿笠からの挑戦状! 阿笠vsコナン&少年探偵団,7.1,4406,2007,青山刚昌,高山南,,25分钟,动画,日本
9602,1664,无人查收 Return to Sender,5.4,5284,2015,Fouad Mikati,"Patricia Beauchamp,Joe Gossett","裴淳华,拉莫·威利斯,丝柯·泰勒-考普顿,希罗·弗南德兹,尼克·诺特,卡穆琳·曼海姆,伊里纳·道格拉斯,阿莱西·瓦塞尔,比利·斯洛特,马科·圣约翰,唐娜·杜普兰提尔,萨曼莎·博利厄",95分钟,惊悚,美国
9603,1665,再生侠 Spawn,6.1,4743,1997,马可·A·Z·迪普,"马可·A·Z·迪普,阿兰·B·麦克埃尔罗伊,托德·麦克法兰","迈克尔·加·怀特,约翰·雷吉扎莫,马丁·辛,特里萨·兰德尔,尼科尔·威廉森,D·B·斯威尼,美琳达·克拉克,米克·休斯,迈克尔·帕帕约翰,弗兰克·维尔克,小约翰·科思伦,熙德妮美丹,罗比亚·拉莫特,马克·罗宾逊",96分钟,"动作,恐怖",美国
9604,1666,天使之卵 天使の卵,6.5,4399,2006,富樫森,"今井雅子,村山由佳","市原隼人,小西真奈美,泽尻英龙华,户田惠子,北村想,铃木一真,三浦友和,甲本雅裕,木村绿子,マギー司郎,诹访太朗,田窪一世,森下能幸,斋藤步,森田直幸",114分钟,剧情,日本
9605,1667,阿罗哈 Aloha,5.8,5006,2015,卡梅伦·克罗,卡梅伦·克罗,"布莱德利·库珀,艾玛·斯通,瑞秋·麦克亚当斯,比尔·默瑞,约翰·卡拉辛斯基,丹尼·麦克布莱德,亚历克·鲍德温,比尔·坎普,杰登·马泰尔,丹妮尔·罗丝·拉塞尔,迈克尔·切鲁斯,艾迪·盖瑟吉,伊丽莎白·玛维尔,伊万娜·米利塞维奇",105分钟,"剧情,喜剧,爱情",美国
9606,1668,医生 닥터,4.9,5111,2012,金成洪,金成洪,"金昌完,裴素恩",97分钟,惊悚,韩国
9607,1669,致命诱惑 Fatal Attraction,7.0,4396,1987,阿德里安·莱恩,詹姆斯·迪尔登,"迈克尔·道格拉斯,格伦·克洛斯,安妮·阿彻,艾伦.汉密尔顿.尼森",119 分钟,"剧情,惊悚",美国
